PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40069686,MXene-based nanosheet for enhanced glioma therapy via photonic hyperthermia to boost the abscopal effect of radioimmunotherapy.,2025-03-11,Huan Zhu; Zhigang Liu,"Cancer Center, Dongguan Key Laboratory of Precision Diagnosis and Treatment for Tumors, The 10th Affiliated Hospital of Southern Medical University, Southern Medical University, Guangzhou, 510280, China. zhigangliu1983@hotmail.com.; clinical co",
40069674,"Clinical features, treatment and prognosis of primary pulmonary rhabdomyosarcoma: A systemic review.",2025-03-11,Yinjie Tao; Weishi Cheng; Hongnan Zhen; Jing Shen; Hui Guan; Zhikai Liu,peking union medical co,
40069637,Altered KEGG pathways are associated with different immunologic responses to antiretroviral therapy in HIV-infected men who have sex with men.,2025-03-11,Linghua Li,"Guangzhou Medical Research Institute of Infectious Diseases, Guangzhou Eighth People's Hospital, Guangzhou Medical University, Guangzhou, China. llheliza@126.com.",
40069619,Talaromyces Marneffei infections in five human immunodeficiency virus-negative patients with the history of predation on wild bamboo rats (Rhizomys spp) - a case series.,2025-03-11,Liming Cao; Yilan Sun; Xiaxia Pan,hangzhou medical co,
40069616,"Protocol of the IMPACT study: randomized, multicenter, phase 3 study evaluating the efficacy of immunotherapy (Atezolizumab) plus anti-VEGF therapy (Bevacizumab) in combination with transcatheter arterial chemoembolization for unresectable hepatocellular carcinoma.",2025-03-11,Tetsutaro Hamano,p4 statistics co.,
40069570,Ex.50.T aptamer impairs tumor-stroma cross-talk in breast cancer by targeting gremlin-1.,2025-03-11,Alessandra Affinito,"AKA Biotech S.r.l, Naples, Italy.",
40069549,Combined utility of genomic breakpoints and frame is a reliable predictor of ALK transcript function.,2025-03-11,Qiong Yang; Yumin Guo; Weihui Guo; Dongdong Liu; Haitao Wang; Xufan Cai,hangzhou medical co,
40069535,RBIS as a prognostic biomarker for progression-free survival in prostate cancer: insights from bioinformatics and immune infiltration analysis.,2025-03-11,Zexiao Chen; Yutong Fang; Jianhua Zhang,cancer hospital of shantou university medical co,
40069527,Simultaneous integrated dose reduction intensity-modulated radiotherapy improves survival in patients with locally advanced non-small cell lung cancer by reducing cardiac irradiation exposure.,2025-03-12,Bingxin Liu; Ningbo Liu,"Department of Radiation Oncology, National Clinical Research Center for Cancer, Key Laboratory of Cancer Prevention and Therapy, Tianjin' s Clinical Research Center for Cancer, Tianjin Medical University Cancer Institute and Hospital, Tianjin, China. liuningbo@tjmuch.com.; rossin co",
40069524,"Eudragit S 100 Assisted Molecular Solid Dispersion of Andrographolide Tendered Augmented Drug Delivery and Apoptosis in Human Colon Cancer, HT-29 Cells.",2025-03-11,Jitender Madan,"Department of Pharmaceutics, National Institute of Pharmaceutical Education and Research, Hyderabad, Telangana, India. jitenderpharmacy@gmail.com.",
40069506,Alterations in PD-L1 succinylation shape anti-tumor immune responses in melanoma.,2025-03-01,Tao Ding; Xiang Chen,"university co; Department of Dermatology, Xiangya Hospital & School of Life Sciences & Furong Laboratory, Central South University, Changsha, China. chenxiangck@126.com.",
40069442,FAPI radiopharmaceuticals in nuclear oncology and theranostics of solid tumours: are we nearer to surrounding the hallmarks of cancer?,2025-03-11,Kim M Pabst; Ken Herrmann; Roberto C Delgado Bolton,"Department of Diagnostic Imaging (Radiology) and Nuclear Medicine, University Hospital San Pedro and Centre for Biomedical Research of La Rioja (CIBIR), Logroño, La Rioja, Spain. rbiolton@gmail.com.; german cancer co",
40069422,Low responsiveness of machine learning models to critical or deteriorating health conditions.,2025-03-11,Tanmoy Sarkar Pias; Moon Das Tuli; Ipsita Hamid Trisha; Danfeng Daphne Yao,university of arizona co; greenlife medical co; department of co,
40069331,Melatonin suppresses PD-L1 expression and exerts antitumor activity in hepatocellular carcinoma.,2025-03-11,Rui Guo; Jun-Ming Ye,suzhou medical co,
40069287,Loss of Socs2 improves molecular responses to IFNα in a mouse model of myeloproliferative neoplasms driven by JAK2-V617F.,2025-03-11,Marc Usart; Quentin Kimmerlin; Radek C Skoda,baylor co,
40069269,Clinical and functional significance of SPATA2 in cancer particularly in LIHC.,2025-03-11,Yuekui Bai,"General Surgery, Haidian Hospital, Beijing, China. baiyuekui@163.com.",
40069238,PD-1 transcriptomic landscape across cancers and implications for immune checkpoint blockade outcome.,2025-03-11,Hui-Zi Chen; Na Hyun Kim; Mary K Nesline; Jeffrey M Conroy; Paul DePietro; Sarabjot Pabla; Razelle Kurzrock,omniseq inc.; medical co,
40069218,TNMpBC-NeoBCSS model: a breast cancer specific survival prediction model for triple-negative metaplastic breast carcinoma patients with neoadjuvant therapy.,2025-03-11,Yu Ren,"Department of Breast Surgery, First Affiliated Hospital, Xi'an Jiaotong University, 277 Yanta Western Rd., Xi'an, Xi'an, 710061, Shaanxi Province, China. renyyyyy@126.com.",
40069181,Gut microbiota as a new target for anticancer therapy: from mechanism to means of regulation.,2025-03-11,Feng Chen; Xiaorui Li; Guangzhen Wu,"Department of Urology, The First Affiliated Hospital of Dalian Medical University, Dalian, China. dmuchenfeng@163.com.; Department of oncology, Cancer Hospital of Dalian University of Technology, Cancer Hospital of China Medical University, Liaoning Cancer Hospital and Institute, Shenyang, China. xiaorui_0513@163.com.; Department of Urology, The First Affiliated Hospital of Dalian Medical University, Dalian, China. wuguang0613@hotmail.com.",
40069106,"Update on preclinical models of cancer therapy-related cardiac dysfunction: Challenges and perspectives. A scientific statement of the Heart Failure Association (HFA) of the ESC, the ESC Council of Cardio-Oncology, and the ESC Working Group on Cellular Biology of the Heart.",2025-03-11,Piero Pollesello,content and co,
40069088,[Exploration of biomarkers for the efficacy of anti-PD-1 immunotherapy in patients with gastric cancer peritoneal metastasis].,2025-03-11,Y T Wei; Y Wang; J Yang; H B Wang; X Y Zhou; Y F Pan; S J Ren; W Q Liu; B R Liu; J Wei,nanjing drum tower hospital clinical co; the co,
40069076,Re: Phase II Trial of Risk-Enabled Therapy After Neoadjuvant Chemotherapy for Muscle-Invasive Bladder Cancer (RETAIN 1).,2025-03-10,Rocco Simone Flammia,"Department of Urology, IRCCS Regina Elena National Cancer Institute, Rome, Italy. Electronic address: roccosimone92@gmail.com.",
40068996,Dual-Modality Virtual Biopsy System Integrating MRI and MG for Noninvasive Predicting HER2 Status in Breast Cancer.,2025-03-10,Qian Wang; Can-Can Huang; Hong-Wang Xue; Gen-Ji Bai,an clinical co,
40068938,Revitalizing Minds: Exploring the Transformative Power of Mindfulness-Based Nursing Interventions on Depression and Resilience in Oncology Patients-A Quasiexperimental Approach.,2025-04-01,Ateya Megahed Ibrahim; Mai El-Ghareap Hassan El-Metwally Omar,family and co,
40068920,"Quality Indicators for Non-Small Cell Lung Cancer in Queensland, Australia, 2012-2021.",2025-03-01,Bryan A Chan; Jasotha Sanmugarajah; Margot Lehman; Morgan Windsor; Alison Bolton; Danica Cossio,university of the sunshine co; queensland cancer co; sunshine co; gold co,
40068855,British Society of Gastroenterology practice guidance on the management of acute and chronic gastrointestinal symptoms and complications as a result of treatment for cancer.,2025-03-10,Jervoise Andreyev; Richard Adams; Jan Bornschein; Mark Chapman; Alexandra Gilbert; Claire Taylor,"consultant co; honorary co; medical research co; Consultant Gastroenterologist and Honorary Professor, United Lincolnshire Hospitals NHS Trust and The Medical School, The University of Nottingham, Lincoln, UK jervoiseandreyev@gmail.com.; macmillan nurse co; professor and honorary co",
40068805,Efficacy and safety of targeted therapy and immunotherapy in advanced vulvar squamous cell carcinoma: A scoping review.,2025-03-09,Martina Parenza Arenhardt,"Oncoclinicas&Co, Sao Paulo, SP, Brazil. Electronic address: tinaparenza@gmail.com.",
40068778,Stereotactic body radiotherapy for oligoprogressive disease in androgen suppressed prostate cancer: Primary endpoint analysis of the TRAP trial.,2025-03-09,Gerhardt Attard,university co,
40068776,Direct-to-treatment adaptive radiotherapy: live planning of spine metastases using novel CBCT.,2025-03-09,K Maiti McGrath,"Department of Radiation Oncology, QE2 Cancer Centre, Nova Scotia Health, Halifax, Canada; Department of Radiation Oncology, Dalhousie University, Halifax, Canada. Electronic address: maitimcgrath@gmail.com.",
40068701,"intEgrating Smoking Cessation treatment As part of usual Psychological care for dEpression and anxiety (ESCAPE): A randomised and controlled, multi-centre, acceptability and feasibility trial with nested qualitative methods.",2025-03-11,Pamela Jacobsen; Paul Aveyard,bath centre for mindfulness and co; nihr oxford and thames valley applied research co,
40068599,Restoration of LAT activity improves CAR T cell sensitivity and persistence in response to antigen-low acute lymphoblastic leukemia.,2025-03-10,Catherine Pham-Danis; Amanda J Novak; Etienne Danis; Lillie Leach; Michael C Yarnell; Christopher C Ebmeier; M Eric Kohler,university of co; proteomics and mass spectrometry co,
40068598,CDK4 selective inhibition improves preclinical anti-tumor efficacy and safety.,2025-03-10,Cynthia L Palmer; Britton Boras; Bernadette Pascual; Na Li; Danan Li; Scott Garza; Nanni Huser; Jing Tang Yuan; Julie A Cianfrogna; Tae Sung; Elizabeth McMillan; Na Wei; Jason Carmody; Aubrey Nayeon Kang; Seth Darensburg; Taran Dodd; James V Oakley; James Solowiej; Lisa Nguyen; Suvi T M Orr; Ping Chen; Eric Johnson; Xiu Yu; Wade C Diehl; Gary M Gallego; Mehran Jalaie; Rose Ann Ferre; Sujin Cho-Schultz; Hong Shen; Judith G Deal; Qin Zhang; Timothy R Baffi; Meirong Xu; Whijae Roh; Jennifer Lapira-Miller; Jerome Goudeau; Yanke Yu; Rajat Gupta; Kimberly Kim; Stephen G Dann; Zhengyan Kan; John C Kath; Sajiv K Nair; Nichol Miller; Brion W Murray; Andrew R Nager; Casey Quinlan; Matthew D Petroski; Cathy Zhang; Aida Sacaan; Todd VanArsdale; Lars Anders,pfizer global,
40068595,Low-dose irradiation of the gut improves the efficacy of PD-L1 blockade in metastatic cancer patients.,2025-03-10,Jianzhou Chen; Ai-Ling Tian; Xuehan Huang; Guoxin Cai; Marine Fidelle; Conrad Rauber; Pierre Ly; Eugénie Pizzato; Gianmarco Piccinno; Peng Liu; Misha Mao; Liwei Zhao; Hannah Felchle; Anne-Laure Mallard de La Varende; Julius Clemens Fischer; Simon Thomas; Sandra Demaria; Silvia Formenti; Yizhou Zhan; Chengbing Zeng; Qingxin Cai; Maike Trommer; Simone Wegen; Sebastian Neppl; Nicola Segata; Peter Holicek; Aitziber Buqué; Carolina Alves Costa Silva; Lisa Derosa; Guido Kroemer; Chuangzhen Chen; Laurence Zitvogel,cancer hospital of shantou university medical co; faculty of medicine and university hospital co; weill co; e-ligue nationale co; centre de recherche des co; department of co,
40068594,"Sex hormones, the anticancer immune response, and therapeutic opportunities.",2025-03-10,Fabio Conforti; Giuseppe Giaccone,"Division of Medical Oncology, Humanitas Gavazzeni, Bergamo, Italy; Humanitas University, Milan, Italy. Electronic address: fabio.conforti1984@gmail.com.; weill co",
40068591,A CDK4-selective inhibitor puts the brakes on cancer cells.,2025-03-10,Chang-Ching Lin; Ariella B Hanker,simmons co,
40068453,Evaluating the Impact of Minimally Invasive Surgery on Long-Term Quality of Life in Foregut Cancer Patients.,2025-03-05,Casey J Allen,"Institute of Surgery, Division of Surgical Oncology, Allegheny Health Network Cancer Institute, Pittsburgh, PA, USA. Electronic address: casey.jackson.allen@gmail.com.",
40068383,Tumor-stroma proportion is associated with increased M2 macrophage abundance and predicts the resistance to immune checkpoint blockade in breast cancer.,2025-03-10,Yincheng Liu; Ningyi Xue; Yuelin Liu; Jie Mei; Yun Cai; Zhenghui Wang; Hongxin Lin; Mengyun Wan; Ji Zhou; Shui Wang,"Department of Central Laboratory, The First People's Hospital of Jintan, Jintan Affiliated Hospital of Jiangsu University, 213200, Changzhou, Jiangsu, PR China. Electronic address: kellie_cai@163.com.; Department of Physiology, School of Basic Medical Sciences, Nanjing Medical University, 211166, Nanjing, Jiangsu, PR China. Electronic address: awanmengyun@163.com.; Department of Physiology, School of Basic Medical Sciences, Nanjing Medical University, 211166, Nanjing, Jiangsu, PR China. Electronic address: 13951698047@163.com.; the first clinical medicine co; Breast Disease Center, The First Affiliated Hospital of Nanjing Medical University, 210029, Nanjing, Jiangsu, PR China. Electronic address: ws0801@hotmail.com.; Breast Disease Center, The First Affiliated Hospital of Nanjing Medical University, 210029, Nanjing, Jiangsu, PR China; Gusu School, Nanjing Medical University, 210029, Nanjing, Jiangsu, PR China. Electronic address: liuyincheng95@gmail.com.",
40068366,Real-World Treatment Patterns and Outcomes in Patients With Bacillus Calmette-Guérin-Unresponsive High-Risk Non-Muscle-Invasive Bladder Cancer: A Multicountry Medical Chart Review.,2025-02-04,Claire M Fox; Ekta Kapadia; Mehmet Burcu,merck and,
40068282,Exploring immune checkpoint inhibitors: Focus on PD-1/PD-L1 axis and beyond.,2025-03-01,Durre Aden; Samreen Zaheer; Niti Sureka; Monal Trisal; Sufian Zaheer,"vardhman mahavir medical co; jawaharlal nehru medical co; Department of Pathology, Hamdard Institute of Medical science and research, Jamia Hamdard, New Delhi, India. Electronic address: durre.aden@gmail.com.; Department of Pathology, Hamdard Institute of Medical science and research, Jamia Hamdard, New Delhi, India. Electronic address: monaltrisal@gmail.com.",
40068280,Formulation and development of ACUPA-targeting PEGylated nanoliposomes for treatment of prostate cancer.,2025-03-04,Amirhossein Sahebkar,saveetha medical co,
40068269,Transition to lateral lymph node dissection in rectal cancer: Forty-five years of outcomes data.,2025-03-10,Yasuyuki Takamizawa; Hiroshi Nagata; Konosuke Moritani; Shunsuke Tsukamoto; Yukihide Kanemitsu,department of co,
40068239,Treatment decision-making factors and sequencing in recurrent and/or metastatic squamous cell carcinoma of the head and neck.,2025-03-01,Petr Szturz; Ye Guo; Ricard Mesia; Philipp Ivanyi; Agustin Falco; Marie-Noelle Solbes; Filippo Venturini,"merck serono; Department of Oncology, University of Lausanne (UNIL) and Lausanne University Hospital (CHUV), Rue du Bugnon 46, 1005 Lausanne, Switzerland. Electronic address: szturz@gmail.com.; Department of Medical Oncology, Head and Neck Unit, Alexander Fleming Cancer Institute, Crámer 1180, C1426 Cdad, Autónoma de Buenos Aires, Argentina. Electronic address: agustinhfalco@yahoo.com.ar.; Medical Oncology Department, Catalan Institute of Oncology (ICO), Badalona Applied Research Group in Oncology (B-ARGO) group, Institut d'Investigació en Ciències de la Salut Germans Trias i Pujol (IGTP), Ctra de Can Ruti, Camí de les Escoles, s/n, 08916 Badalona, Barcelona, Spain. Electronic address: rmesia@iconcologia.net.; Department of Oncology, Shanghai East Hospital Tongji University School of Medicine, No. 1800 Yuntai Road, Shanghai 200123, China. Electronic address: pattrickguo@gmail.com.; merck healthcare; claudia von schilling co",
40068225,A multicenter pilot study of the effectiveness and safety of a monopolar radiofrequency device for improving periorbital and facial fine wrinkles.,2025-12-01,Hee Joo Yang; Sun Young Choi; Joon Min Jung; Yoon-Seo Jo; Hye Sung Han; Young In Lee; Ju Hee Lee; Chong Hyun Won,chung-ang university co; university of ulsan co; yonsei university co,
40068172,Prescription Refill Adherence Before and After Patient Portal Registration in Among General Practice Patients in England Using the Clinical Practice Research Datalink: Longitudinal Observational Study.,2025-03-11,Abrar Alturkistani; Thomas Beaney; Geva Greenfield; Ceire E Costelloe,imperial co,
40068144,Identifying Adverse Events in Outpatients With Prostate Cancer Using Pharmaceutical Care Records in Community Pharmacies: Application of Named Entity Recognition.,2025-03-11,Mitsuhiro Someya; Ryoo Taniguchi,"Nakajima Pharmacy, Hokkaido, Japan.",
40068043,Therapeutic potential of triple-negative breast cancer immune checkpoint blockers: A 21-year bibliometric analysis.,2025-03-07,Zhongli Sun,chongqing three gorges medical co,
40067902,p53 activates circASCC3 to repress R-loops and enhance resistance to chemotherapy.,2025-03-18,Mingming Cao; Yu Gan; Yingdan Huang; Jing Tong; Chen Xiong; Yajie Chen; Bing Chen; Ruixuan Huang; Jun Deng; Shenglin Huang; Xianghuo He; Qian Hao; Xiang Zhou,shanghai medical co; jiangxi medical co; international co,
40067771,The missing data: A review of gender and sex disparities in research.,2025-03-15,John Curtin,university of co,
40067653,Harnessing State-of-the-Art Gene Therapy to Transform Oral Cancer Treatment.,2025-03-11,Hongyan Chai,"Department of Clinical Psychology, The People'S Hospital of Weifang, 151 Guangwen Street, Kuiwen District, Weifang, 26100, Shandong, China. xiaopochai@163.com.",
40067607,Serum Enzymes and Pathologic Complete Response to the Addition of Targeted Therapy in Neoadjuvant Chemotherapy for HER2-Positive Breast Cancer Patients.,2025-03-11,Da-Lin Lu,"Department of Epidemiology, School of Medicine, Jinan University, Guangdong, China. ludalin999@163.com.",
40067581,HOXB13 in cancer development: molecular mechanisms and clinical implications.,2025-03-11,Jian Zhang; Ji Zheng,"general hospital of xinjiang military co; Department of Urology, Urologic Surgery Center, Xinqiao Hospital, Third Military Medical University (Army Medical University), Chongqing, 400037, China. jizheng023@aliyun.com.",
40067564,Efficacy and Safety of Third-Generation EGFR-TKIs Combined with Radiotherapy for Advanced NSCLC with Typical EGFR Mutations: A Retrospective Study.,2025-03-11,Wen-Xuan Zhang; Hui-Chan Xue; Ye Zhao; Shuang-Bing Xu,tongji medical co,
40067560,Socioeconomic disparities in health-related quality of life and healthcare use in the last year of life of patients with advanced cancer: longitudinal results from the eQuiPe study.,2025-03-11,M A J Versluis; Y M van der Linden; S Oerlemans; L V van de Poll-Franse; N J H Raijmakers,netherlands co,
40067551,"MicroRNAs in lung cancer: their role in tumor progression, biomarkers, diagnostic, prognostic, and therapeutic relevance.",2025-03-11,Madhura Chatterjee; Deepak Parashar; Arindam Maitra; Kaushik Das,medical co; biotechnology research and innovation co,
40067547,Sarcoma Assessment Measure-Paediatric Version (SAM-Paeds): development of a disease-specific patient reported outcome measure for children with sarcoma.,2025-03-11,Rachel M Taylor; Rachael Windsor,university co,
40067370,Tumor-specific surface marker-independent targeting of tumors through nanotechnology and bioorthogonal glycochemistry.,2025-03-11,Hyesun Hyun; Mostafa Yazdimamaghani; Albert Wielgus; Stephanie Ann Montgomery; Tian Zhang; Jonathan S Serody,lineberger co; department of medicine and simmons co,
40067354,Cytoplasmic WEE1 promotes resistance to PD-1 blockade through hyperactivation of the HSP90A/TCL1/AKT signaling axis in NANOGhigh tumors.,2025-03-11,Suhwan Chang,university of ulsan co,
40067085,Pathological staging predicts survival more accurately than clinical staging in locally advanced rectal cancer following total neoadjuvant therapy.,2025-03-04,Jyi Cheng Ng; Richard Sassun; Annaclara Sileo; William R G Perry; Kellie L Mathis; David W Larson,roche,
40067073,"Evaluation of Mortality Risk Factors in Prostate Cancer: Impact of Demographic, Clinical, Laboratory, Therapeutic, and Trace Element Influences.",2025-03-01,Pitchou Mukaz Mbey; Pablo Diasiama Kuntima Diangienda; Olivier Mukuku; Willy Kalau Arung; Célestin Lubaba Banza; Alpha Tsita Mafuta; Mathieu Nkumu Loposso; Bienvenu Massamba Lebwaze; Augustin Maole-Lembe Punga; Guy Ilunga Nday; Dieudonné Molamba Moningo,democratic republic of the co,
40066944,"TP53-Mutated Myeloid Neoplasms: 2024 Update on Diagnosis, Risk-Stratification, and Management.",2025-03-11,Mithun Vinod Shah,roche,
40066831,Insights into therapeutic potential and practical applications of natural toxins from poisonous mushrooms.,2025-01-01,Tharuka Wijesekara; Baojun Xu,bnu-hkbu united international co,
40066747,Targeting the Immune Microenvironment in Chronic Lymphocytic Leukemia: An Evolving Therapeutic Strategy.,2025-03-11,David Doan,astrazeneca,
40066708,USP5 Promotes Head and Neck Squamous Cell Carcinoma Progression via mTOR Signaling Pathway.,2025-03-01,Junhong Jiang,the first affiliated hospital of nanchang medical co,
40066702,State of the art of the molecular hyperselection to guide treatment with anti-EGFR antibodies in RAS WT mCRC: implications for clinical practice and future perspectives.,2025-03-12,Pilar García-Alfonso; Andrés J Muñoz Martín; Gerard Prat-Llorens,universidad co; amgen s,
40066698,Single-cell profiling reveals the intratumor heterogeneity and immunosuppressive microenvironment in cervical adenocarcinoma.,2025-03-11,Jia Shen; Xiang He; Liang Weng,hunan international science and technology co,
40066442,A comprehensive prognostic and immunological implications of Gremlin 1 in lung adenocarcinoma.,2025-01-01,Jiaqing Xiao,institute of disinfection and infection co,
40066437,Treatment at the end of life in patients with advanced melanoma. A multicenter DeCOG study of 1067 patients from the prospective skin cancer registry ADOReg.,2025-01-01,Selma Ugurel; Dirk Schadendorf,university of duisburg-essen and the german cancer co,
40066416,Assessment of Prevalence and Factors Affecting Trismus in Cases of Oral and Oropharyngeal Malignancies after Complete Treatment.,2025-01-01,Shama Shetty; Aditi Ravindra; C S Majitha; Kailesh Pujary; Krishna Sharan,kasturba medical co,
40066330,Potential mechanism of traditional Chinese medicine intervention in gastric cancer: targeted regulation of autophagy.,2025-01-01,Siyuan Sun; Wenqian Yu; Guangheng Zhang; Linjing Song; Yehan Lv,first clinical medical co,
40066325,Optimizing Triple-Negative Breast Cancer Therapy via Ultrasound-Enhanced Piezocatalysis for Targeted Chemodrug Release.,2025-01-01,Ningning He; Xiaoyu Wu; Jingtong Yao; Ziheng Zhang; Shangyong Li,qingdao medical co,
40066281,,2025-01-01,Georgios Stamatakos; Eleni Kolokotroni; Foteini Panagiotidou; Stamatia Tsampa; Christos Kyroudis; Simon Spohn; Anca-Ligia Grosu; Dimos Baltas; Constantinos Zamboglou; Ilias Sachpazidis,institute of communication and co; german cancer co,
40066272,The landscape of biofilm models for phage therapy: mimicking biofilms in diabetic foot ulcers using 3D models.,2025-01-01,Mark Grevsen Martinet; Mathias W Pletz,institute of infectious diseases and infection co; german cancer co,
40066263,Ultrasonography: an aid in molecular subtyping of breast carcinoma.,2025-01-01,Shruti Thakur; Charu Smita Thakur; Vijay Thakur; Nidhi Rana; Anupam Jhobta; Sumala Kapila,indira gandhi medical co,
40066127,"Regulation of Apoptosis, Autophagy, and Metastasis by Luteolin in Human Bladder Cancer EJ138 Cells: An Experimental Study.",2024-01-01,Alireza Ziyabakhsh,student research co,
40066098,An overview of the current evidences on the role of iron in colorectal cancer: a review.,2025-01-01,Masoumeh Saberi Rounkian; Maryam Mansouri; Bita Hojat; Marzieh Kaveh Samani; Razieh Veisi,student research co,
40066091,Advances in targeting protein S-palmitoylation in tumor immunity and therapy.,2025-01-01,Yunlong Wang,xinxiang key laboratory of precision diagnosis and treatment for co,
40065839,Improving Health-Related Quality of Life in Hepatocellular Carcinoma Patients: Key Methodologies for Assessing Patient Reported Outcomes and Intervention Targets.,2025-01-01,Andrew M Moon; Hanna K Sanoff; Lynne I Wagner,lineberger co,
40065746,Compound screening in human airway basal cells identifies Wnt pathway activators as potential pro-regenerative therapies.,2025-03-11,Yuki Ishii; Jessica C Orr; Marie-Belle El Mdawar; Denise R Bairros de Pilger; David R Pearce; Kyren A Lazarus; Marko Z Nikolić; Robin Ketteler; Sam M Janes; Robert E Hynds,university co,
40065692,Novel immunotherapy combinations in head and neck squamous cell carcinoma.,2025-02-07,Shyam Kankotia,norris co,
40065678,Novel therapeutics in refractory germ cell tumors.,2025-02-18,Noah H Richardson,bren simon co,
40065665,Role of PSMA PET/CT in imaging and management of prostate cancer.,2025-02-14,Xiaolei Shi,greenebaum co,
40065600,Application of Artificial Intelligence in Cardio-Oncology Imaging for Cancer Therapy-Related Cardiovascular Toxicity: A Systematic Review.,2025-03-03,Mohammed Al Ramis; Abdulrahman AlRujaib; Mohammed Obaidan,university co; royal co,
40065477,Network pharmacological approach combined with weighted gene co-expression network analysis identifies CDKN2A as the keg target of Changweiqing against colorectal cancer.,2025-03-10,Zhu Xu,"Department of Gastrointestinal Surgery, Renmin Hospital of Wuhan University, Wuhan, Hubei, 430060, China. zhuxu1121@163.com.",
40065459,Oncological and Survival Endpoints in Cancer Cachexia Clinical Trials: Systematic Review 6 of the Cachexia Endpoints Series.,2025-04-01,Judith Sayers; Michael S Yule; Barry J A Laird,st co,
40065454,Evaluating Rituximab Failure Rates in Neuromyelitis Optica Spectrum Disorder: A Nationwide Real-World Study From South Korea.,2025-03-01,Sung-Min Kim; Eun-Jae Lee; Young-Min Lim; Ha Young Shin; Young Nam Kwon; Eunhee Sohn; Sooyoung Kim; Byeol-A Yoon; Jong Kuk Kim; Jin Myoung Seok; Sunyoung Kim; Sukyoon Lee; Jong Seok Bae; Suk-Won Ahn; Ki Hoon Kim; Woohee Ju; Yeon Hak Chung,dong-a university co; soonchunhyang university co; yonsei university co; korea university co; hallym university co; chungnam national university co; seoul national university co; chung-ang university co; university of ulsan co; inje university co,
40065414,Comparative safety signals of dopamine agonists: psychiatric and cardiovascular risks derived from FDA adverse event reporting system (FAERS) data.,2025-03-10,Jing Xu; Yongxian Jiang,the first affiliated hospital of shantou university medical co; s hospital of chengdu medical co,
40065348,Effects of economic sanctions on cancer care for patients in Iran: a qualitative study.,2025-03-11,Najmeh Bahmanziari,"Department of Health Management, Policy and Economics, School of Public Health, Tehran University of Medical Sciences, Tehran, Iran. bahmanziari.najmeh@gmail.com.",
40065335,Immunosenescence promotes cancer development: from mechanisms to treatment strategies.,2025-03-10,Leihan Wang; Dong Tang,the yangzhou clinical medical co; clinical medical co,
40065316,Efficacy of liquid biopsy for genetic mutations determination in non-small cell lung cancer: a systematic review on literatures.,2025-03-11,Parisa Mashayekhi; Mir Davood Omrani,"Department of Medical Genetics, Shahid Beheshti University of Medical Sciences, Tehran, Iran. davood_omrani@yahoo.co.uk.; Molecular Medicine Department, Biotechnology Research Center, Pasteur Institute of Iran, Tehran, Iran. parisamashayekhi7@gmail.com.",
40065286,Safety and efficacy of genomic biomarker-guided neoadjuvant therapy for locally advanced and oligometastatic prostate cancer (SEGNO): study protocol for an open-label prospective phase II umbrella clinical trial.,2025-03-10,Bin Chen; Kaiyan Zhang,"Department of Urology, School of Medicine, The First Affiliated Hospital of Xiamen University, Xiamen University, 55 Zhenhai Road, Siming District, Xiamen, 361003, Fujian, China. Kaiyanzhang_xmu@163.com.; Department of Urology, School of Medicine, The First Affiliated Hospital of Xiamen University, Xiamen University, 55 Zhenhai Road, Siming District, Xiamen, 361003, Fujian, China. chenbin5557@163.com.",
40065169,Pelabresib plus ruxolitinib for JAK inhibitor-naive myelofibrosis: a randomized phase 3 trial.,2025-03-10,Aaron T Gerds; Vikas Gupta; Ruben Mesa; Moshe Talpaz; Joseph M Scandura; Morgan Harris; Sarah-Katharina Kays; Qing Li; Rainer Boxhammer; Barbara Brown; Anna-Maria Jegg,"Medical Oncology and Hematology, Princess Margaret Cancer Centre, Toronto, Ontario, Canada.; university of michigan co; wake forest baptist co; case co; a novartis company; weill co",
40065102,A functional single-cell metabolic survey identifies Elovl1 as a target to enhance CD8,2025-03-10,Elena Richiardone; Charlotte Cresens; Cyril Corbet,"Pole of Pharmacology and Therapeutics (FATH), Institut de Recherche Expérimentale et Clinique (IREC), UCLouvain, Brussels, Belgium.; vib bioimaging co",
40065054,Investigating the PI3K/AKT/mTOR axis in Buzhong Yiqi Decoction's anti-colorectal cancer activity.,2025-03-10,Wanling Lu,"Department of Oncology and Hematology, Xijing 986 Hospital, No. 269 Youyi East Road, Beilin District, Xi'an, 710054, Shaanxi, China. asd20241231024@163.com.",
40065050,"Anticancer activity of Weizmannia coagulans MZY531on H22 tumor-bearing mice by regulating inflammation, autophagy-dependent apoptosis, and gut microbiota.",2025-03-10,Zhongwei Zhao,"College of Special Education, Changchun University, Changchun, 130022, People's Republic of China. 896669866@qq.com.",
40065046,"Combination of gut microbiota, proinflammatory cytokine, and ",2025-03-10,Jeongshin An; Bom Sahn Kim; Hai-Jeon Yoon,institute of co; ewha womans university co,
40064980,Impact of adapted physical activity and diet counselling on health-related quality of life in women undergoing adjuvant breast cancer therapy.,2025-03-10,Célia Touraine,"Biometrics Unit, Cancer Institute of Montpellier, University of Montpellier, 208 avenue des apothicaires, Parc Euromédecine, 34298, Montpellier Cedex 5, France. celia.touraine@gmail.com.",
